0.89	0.97	0.6	0.59	0.96	0.03	0.54	0.12	0.82	0.94	0.56	0.3	0.9	0.1	0.79	0.04	0.78	0.76	0.79	0.66	0.18	0.82	0.22	0.83	0.63	0.84	0.54	0.01	0.92	0.57	0.45	0.46	0.57	0.78	0.32	0.43	0.19	0.48	0.78	0.04
0.85	0.16	0.16	0.21	0.74	0.69	0.85	0.19	0.9	0.16	0.16	0.42	0.34	0.76	0.68	0.06	0.11	0.53	0.1	0.56	0.72	0.62	0.01	0.94	0.25	0.46	0.52	0.98	0.31	0.66	0.84	0.56	0.22	0.28	0.13	0.73	0.5	0.33	0.92	0.2
0.13	0.62	0.39	0.38	0.59	0.61	0.02	0.1	0.05	0.03	0.21	0.91	0.08	0.19	0.58	0.38	0.67	0.21	0.69	0.07	0.35	0.43	0.61	0.02	0.03	0.12	0.6	0.44	0.69	0.45	0.01	0.25	0.93	0.83	0.75	0.32	0.72	0.28	0.03	0.39
0.69	0.24	0.99	0.32	0.62	0.11	0.09	0.8	0.6	0.11	0.39	0.63	0.8	0.44	0.46	0.88	0.59	0.77	0.55	0.69	0.81	0.83	0.18	0.7	0.71	0.43	0.3	0.21	0.94	0.69	0.92	0.64	0.31	0.78	0.87	0.82	0.54	0.5	0.82	0.71
0.08	0.76	0.82	0.51	0.22	0.45	0.5	0.83	0.5	0.86	0.42	0.18	0.41	0.8	0.61	0.91	0.71	0.7	0.92	0.72	0.54	0.87	0.92	0.93	0.23	0.5	0.64	0.05	0.41	0.6	0.84	0.04	0.32	0.32	0.16	0.33	0.99	0.49	0.07	0.79
0.99	0.92	0.61	0.4	0.82	0.57	0.18	0.66	0.48	0.7	0.21	0.29	0.3	0.29	0.7	0.35	0.67	0.02	0.02	0.47	0.92	0.05	0.09	1.0	0.31	0.07	0.06	0.08	0.22	0.59	0.03	0.84	0.94	0.33	0.83	0.61	0.02	0.83	0.98	0.73
0.73	0.4	0.86	0.03	0.36	0.83	0.17	0.19	0.05	0.03	0.89	0.77	0.54	0.84	0.15	0.99	0.72	0.82	0.26	0.02	0.61	0.75	0.93	0.15	0.22	0.61	0.81	0.3	0.39	0.7	0.08	0.48	0.27	0.03	0.37	0.3	0.89	0.57	0.23	0.31
0.52	0.99	0.27	0.38	0.11	0.08	0.2	0.65	0.68	0.82	0.83	0.27	0.37	0.95	0.52	0.65	0.7	0.92	0.41	0.78	0.44	0.34	0.74	0.61	0.31	0.59	0.11	0.92	0.03	0.07	0.7	0.78	0.93	0.42	0.94	0.5	0.09	0.3	0.5	0.88
0.06	0.54	0.55	0.87	0.37	0.47	0.66	0.23	0.64	0.45	0.24	0.25	0.59	0.68	0.28	0.39	0.97	0.35	0.59	0.46	0.41	0.23	0.37	0.83	0.45	1.0	0.95	0.26	0.13	0.71	0.04	0.2	0.29	0.24	0.46	0.95	0.49	0.32	0.18	0.5
0.0	0.22	0.54	0.87	0.37	0.33	0.31	0.86	0.51	0.9	0.67	0.26	0.39	0.08	0.06	0.93	0.59	0.82	0.23	0.56	0.54	0.13	0.81	0.94	0.92	0.17	0.58	0.94	0.99	0.5	0.89	0.86	0.88	0.68	0.94	0.68	0.12	0.21	0.22	0.15
0.52	0.31	0.3	0.34	0.14	0.48	0.89	0.51	0.76	0.39	0.99	0.35	0.31	0.68	0.7	0.38	0.41	0.21	0.62	0.26	0.52	0.05	0.48	0.86	0.41	0.6	0.17	0.02	0.25	0.18	0.82	0.27	0.97	0.71	0.85	0.1	0.41	0.33	0.21	0.92
0.78	0.16	0.6	0.82	0.38	0.82	0.53	0.74	0.81	0.1	0.78	0.45	0.84	0.14	0.3	0.53	0.65	0.34	0.68	0.93	0.34	0.07	0.36	0.01	0.15	0.66	0.28	0.13	0.91	0.16	0.34	0.5	0.86	0.76	0.59	0.98	0.51	0.19	0.49	0.37
0.39	0.5	0.82	0.55	0.7	0.94	0.12	0.73	0.79	0.62	0.73	0.32	0.1	0.15	0.83	0.49	0.18	0.46	0.53	0.48	0.03	0.19	0.6	0.34	0.78	0.31	0.79	0.56	0.32	0.3	0.4	0.07	0.78	0.92	0.64	0.59	0.79	0.09	0.75	0.69
0.15	0.57	0.8	0.24	0.08	0.1	0.31	0.38	0.83	0.48	0.76	0.24	0.7	0.98	0.41	0.86	0.06	0.08	0.04	0.86	0.83	0.75	0.88	0.3	0.77	0.88	0.6	0.8	0.83	0.65	0.8	0.9	0.21	0.21	0.62	0.88	0.82	0.82	0.16	0.26
0.94	0.72	0.72	0.84	0.68	0.29	0.88	0.33	0.95	0.65	0.19	0.86	0.79	0.88	0.65	0.14	0.07	0.13	0.53	0.48	0.58	0.45	0.72	0.54	0.65	0.86	0.09	0.85	0.24	0.97	0.46	0.42	0.97	0.56	0.04	0.89	0.28	0.4	0.14	0.99
0.64	0.9	0.62	0.86	0.87	0.96	0.76	0.95	0.67	0.74	0.93	0.94	0.98	0.0	0.58	0.96	0.65	0.19	0.15	0.34	0.53	0.41	0.37	0.09	0.64	0.39	0.51	0.05	1.0	0.29	0.71	0.8	0.17	0.37	0.35	0.17	0.66	0.75	0.65	0.74
0.09	0.42	0.5	0.97	0.45	0.54	0.52	0.18	0.0	0.89	0.93	0.02	0.15	0.88	0.57	0.09	0.52	0.8	0.26	0.43	0.74	0.39	0.0	0.28	0.55	0.69	0.42	0.32	0.7	0.98	0.87	0.49	0.13	0.66	0.21	0.23	0.63	0.22	0.71	0.5
0.43	0.8	0.46	0.72	0.62	0.74	0.89	0.21	0.68	0.0	0.22	0.74	0.31	0.22	0.56	0.89	0.54	0.21	0.29	0.13	0.33	0.05	0.65	0.53	0.11	0.05	0.15	0.86	0.96	0.31	0.44	0.19	0.73	0.51	0.01	0.23	0.01	0.44	0.87	0.88
0.6	0.96	0.91	0.51	0.39	0.32	0.17	0.55	0.47	0.01	0.03	0.22	0.26	0.45	0.9	0.92	0.27	0.68	0.56	0.9	0.3	0.44	0.59	0.42	0.42	0.2	0.74	0.81	0.65	0.56	0.88	0.86	0.02	0.68	0.02	0.41	0.2	0.2	0.44	0.05
0.72	0.49	0.87	0.27	0.97	0.96	0.38	0.15	0.13	0.07	0.04	0.87	0.36	0.47	0.44	0.8	0.4	0.36	0.68	0.38	0.66	0.46	0.57	0.4	0.25	0.94	0.59	0.64	0.29	0.64	0.55	0.58	0.54	0.26	0.65	0.08	0.31	0.3	0.43	0.0
0.2	0.85	0.79	0.01	0.61	0.52	0.1	0.74	0.36	0.38	0.37	0.61	0.83	0.84	0.31	0.9	0.06	0.62	0.7	0.96	0.42	0.41	0.63	0.34	0.97	0.35	0.15	0.34	0.25	1.0	0.89	0.73	0.27	0.28	0.15	0.58	0.22	0.1	0.9	0.27
0.63	0.13	0.28	0.14	0.28	0.01	0.36	0.94	0.63	0.95	0.45	0.06	0.15	0.49	0.23	0.09	0.26	0.47	0.42	0.75	0.94	0.54	0.09	0.12	0.4	0.09	0.54	0.71	0.29	0.52	0.98	0.17	0.93	0.41	0.88	0.37	0.92	0.88	0.83	0.33
0.26	0.1	0.78	0.4	0.46	0.1	0.07	0.84	0.56	0.17	0.19	0.36	0.27	0.14	0.01	0.96	0.44	0.66	0.57	0.7	0.89	0.33	0.66	0.01	0.3	0.03	0.44	0.86	0.89	0.67	0.85	0.47	0.08	0.46	0.72	0.23	0.13	0.98	0.45	0.65
0.99	0.7	0.41	0.54	0.5	0.45	0.57	0.31	0.11	0.96	0.9	0.69	0.44	0.89	0.47	0.64	0.93	0.18	0.77	0.93	0.41	0.56	0.33	0.93	0.34	0.24	0.39	0.1	0.16	0.1	0.71	0.33	0.04	0.69	0.3	0.81	0.92	0.59	0.93	0.92
