0.31	0.15	0.06	0.71	0.76	0.75	0.69	0.73	0.71	0.73	0.62	0.76	0.58	0.79	0.3	0.53	0.36	0.38	0.53	0.93	0.13	0.76	0.62	0.74	0.28	0.31	0.5	0.31	0.85	0.44	0.81	0.47	0.07	0.77	0.69	0.86	0.69	0.4	0.92	0.95	0.15	0.32	0.91	0.11	0.75	0.19	0.51	0.22	0.67	0.5	0.48	0.92	0.34	0.84	0.06	0.48	0.12	0.25	0.77	0.49	0.58	0.52	0.5	0.58	0.5	0.01	0.54	0.01	0.38
0.92	0.34	0.55	0.8	0.26	0.62	0.72	0.68	0.99	0.52	0.7	0.1	0.53	0.84	0.75	0.84	0.92	0.22	0.01	0.76	0.01	0.18	0.94	0.98	0.81	0.82	0.62	0.44	0.61	0.12	0.75	0.2	0.46	0.13	0.29	0.16	0.28	0.64	0.51	0.07	0.24	0.48	0.58	0.1	0.39	0.95	0.82	0.27	0.49	0.89	0.73	0.73	0.78	0.29	0.29	0.88	0.95	0.79	0.78	0.18	0.63	0.91	0.83	0.05	0.38	0.88	0.79	0.17	0.2
0.5	0.21	0.15	0.12	0.01	0.58	0.86	0.39	0.45	0.17	0.25	0.39	0.51	0.12	0.82	0.38	0.64	0.68	0.25	0.54	0.85	0.38	0.34	0.91	0.79	0.89	0.21	0.48	0.59	0.7	0.94	0.92	0.58	0.48	0.0	0.68	0.37	0.46	0.49	0.81	0.3	0.87	0.42	0.9	0.78	0.05	0.99	0.89	0.36	0.37	0.36	0.09	0.68	0.85	0.56	0.52	0.13	0.17	0.15	0.32	0.43	0.27	0.44	0.89	0.97	0.34	0.33	0.29	0.71
0.34	0.02	0.27	0.78	0.09	0.36	0.17	0.87	0.87	0.5	0.36	0.28	0.29	0.04	0.03	0.75	0.27	0.6	0.16	0.17	0.97	0.92	0.63	0.38	0.67	0.79	0.46	0.8	0.58	0.63	0.71	0.99	0.98	0.92	0.91	0.25	0.54	0.58	0.44	0.95	0.95	0.45	0.22	0.57	0.57	0.32	0.37	0.04	0.79	0.95	0.07	0.67	0.05	0.06	0.83	0.26	0.43	0.03	0.9	0.16	0.34	0.11	0.28	0.15	0.32	0.07	0.74	0.52	0.34
0.5	0.14	0.84	0.46	0.61	0.27	0.18	0.37	0.2	0.1	0.29	0.77	0.41	0.5	0.55	0.52	1.0	0.58	0.67	0.55	0.71	0.39	0.45	0.83	0.92	0.9	0.01	0.19	0.44	0.24	0.03	0.63	0.22	0.17	0.53	0.27	0.6	0.87	0.96	0.07	0.75	0.01	0.01	0.27	0.07	0.11	0.68	0.25	0.62	0.58	0.19	0.91	0.44	0.13	0.41	0.22	0.72	0.37	0.84	0.76	0.52	0.39	0.91	0.12	0.38	0.51	0.72	0.46	0.51
0.28	0.88	0.23	0.15	0.83	0.11	0.67	0.52	0.08	0.97	0.68	0.53	0.81	0.56	0.02	0.84	0.45	0.32	0.1	0.59	0.41	0.01	0.65	0.58	0.43	0.18	0.38	0.26	0.07	0.88	0.01	0.44	0.23	0.58	0.17	0.83	0.21	0.38	0.66	0.28	0.75	0.25	0.86	0.69	0.83	0.0	0.63	0.98	0.78	0.35	0.46	0.12	0.28	0.23	0.62	0.88	0.53	0.24	0.65	0.14	0.07	0.49	0.64	0.09	0.02	0.11	0.28	0.73	0.1
0.71	0.94	0.26	0.44	0.61	0.76	0.56	0.88	0.01	0.62	0.63	0.34	0.96	0.69	0.54	0.84	0.83	0.83	0.95	0.59	0.28	0.62	0.97	0.22	0.41	0.23	0.44	0.15	0.43	0.34	0.37	0.99	0.44	0.51	0.3	0.26	0.17	0.82	0.38	0.61	0.16	0.7	0.38	0.09	0.67	0.49	0.63	0.07	0.7	0.92	0.86	0.44	0.9	0.07	0.97	0.8	0.9	0.36	0.5	0.71	0.54	0.69	0.59	0.29	0.03	0.4	0.55	0.58	0.34
0.72	0.65	0.37	0.37	0.51	0.71	0.42	0.68	0.65	0.1	0.22	0.27	0.24	0.91	0.96	0.24	0.46	0.22	0.27	0.59	0.36	0.14	0.3	0.17	0.14	0.33	0.77	0.11	0.41	0.66	0.85	0.71	0.27	0.33	0.08	0.4	0.42	0.26	0.6	0.08	0.78	0.16	0.83	0.6	0.04	0.22	0.96	0.79	0.69	0.11	0.21	0.33	0.0	0.65	0.02	0.4	0.06	0.56	0.3	0.92	0.4	0.73	0.03	0.84	0.48	0.21	0.27	0.89	0.48
0.32	0.71	0.5	0.23	0.93	0.39	0.15	0.85	0.25	0.11	0.17	0.25	0.41	0.79	0.19	0.81	0.55	0.67	0.03	0.99	0.7	0.41	0.77	0.02	0.12	0.53	0.26	0.68	0.1	0.53	0.01	0.59	0.95	0.75	0.44	0.42	0.97	0.16	0.87	0.39	0.4	0.08	0.95	0.53	0.21	0.7	0.36	0.01	0.19	0.48	0.98	0.3	0.82	0.4	0.88	0.94	0.04	0.71	0.49	0.08	0.16	0.98	0.26	0.51	0.23	0.5	0.54	0.49	0.39
0.08	0.05	0.31	0.27	0.73	0.25	0.01	0.08	0.91	0.65	0.26	0.98	0.44	0.62	0.28	0.02	0.72	0.8	0.69	0.86	0.58	0.29	0.7	0.22	0.98	0.87	0.68	0.49	0.98	0.56	0.55	0.65	0.73	0.41	0.46	0.42	0.76	0.34	0.33	0.95	0.33	0.17	0.52	0.38	0.7	0.29	0.04	0.96	0.14	0.49	0.42	0.0	0.88	0.42	0.4	0.07	0.64	0.79	0.29	0.26	0.23	0.26	0.01	0.56	0.62	0.52	0.01	0.2	0.82
0.17	0.53	0.54	0.92	0.4	0.95	0.86	0.06	0.12	0.72	0.61	0.77	0.11	0.09	0.16	0.33	0.74	0.6	0.47	0.19	0.43	0.58	0.63	0.49	0.77	0.69	0.5	0.61	0.56	0.14	0.28	0.04	0.82	0.82	0.32	0.62	0.26	0.04	0.97	0.55	0.1	0.17	0.4	0.8	0.76	0.0	0.01	0.04	0.82	0.92	0.56	0.79	0.47	0.22	0.21	0.52	0.68	0.59	0.71	0.87	0.63	0.17	0.99	0.88	0.5	0.66	1.0	0.89	0.01
0.22	0.4	0.39	0.68	0.89	0.9	0.22	0.36	0.05	0.05	0.7	0.55	0.29	0.02	0.03	0.74	0.63	0.83	0.32	0.91	0.9	0.61	0.98	0.74	0.86	0.72	0.5	0.71	0.78	0.18	0.43	0.96	0.43	0.29	0.14	0.81	0.41	0.02	0.83	0.66	0.26	0.12	0.18	0.9	0.52	0.4	0.19	0.32	0.08	0.46	0.67	0.4	0.43	0.15	0.56	0.39	0.18	0.9	0.48	0.36	0.39	0.48	0.74	0.21	0.46	0.49	0.59	0.1	0.2
0.17	0.03	0.45	0.13	0.17	0.36	0.14	0.64	0.06	0.89	0.12	0.76	0.24	0.6	0.34	0.4	0.91	0.49	0.5	0.8	0.26	0.52	0.56	0.82	0.26	0.22	0.41	0.3	0.25	0.02	0.52	0.93	0.71	0.69	0.58	0.23	0.88	0.61	0.2	0.9	0.14	0.83	0.55	0.35	0.3	0.65	0.02	0.98	0.76	0.55	0.45	0.48	0.5	0.83	0.28	0.65	0.09	0.74	0.92	0.81	0.33	0.2	0.35	0.91	0.62	0.42	0.04	0.24	0.21
0.05	0.41	0.82	0.72	0.03	0.15	0.38	0.32	0.3	0.48	0.96	0.54	0.98	0.79	0.14	0.06	0.69	0.38	0.02	0.84	0.34	0.33	0.4	0.6	0.44	0.3	0.18	0.88	0.46	0.08	0.92	0.84	0.06	0.11	0.68	0.86	0.0	0.55	0.53	0.12	0.57	0.48	0.49	0.88	0.11	0.42	0.74	0.45	0.47	0.3	0.05	0.5	0.25	0.78	0.53	0.78	0.32	0.87	0.86	0.09	0.3	0.59	0.04	0.7	0.36	0.91	0.19	0.75	0.15
0.6	0.47	0.7	0.67	0.18	0.11	0.37	0.47	0.61	0.43	0.31	0.97	0.99	0.18	0.25	0.78	0.26	0.09	0.98	0.53	0.27	0.51	0.36	0.67	0.09	0.37	0.96	0.44	0.4	0.98	0.16	0.34	0.52	0.49	0.39	0.52	0.54	0.51	0.6	0.46	0.46	0.09	0.65	0.68	0.55	0.93	0.05	0.18	0.57	0.7	0.58	0.65	0.53	0.13	0.82	0.83	0.08	0.18	0.36	0.72	0.42	0.69	0.46	0.94	0.67	0.81	0.61	0.86	0.25
0.48	0.63	0.03	0.11	0.1	0.72	0.29	0.55	0.56	0.83	0.13	0.83	0.02	0.98	0.53	0.5	0.29	0.39	0.76	0.33	0.31	0.98	0.89	0.86	0.97	0.94	0.79	0.79	0.67	0.64	0.87	0.42	0.36	0.06	0.91	0.23	0.0	0.03	0.6	0.66	0.53	0.01	0.3	0.44	0.34	0.89	0.84	0.39	0.51	0.97	0.92	0.78	0.92	0.72	0.77	0.96	0.75	0.25	0.67	0.55	0.39	0.56	0.52	0.74	0.84	0.94	0.11	0.03	0.86
0.31	0.44	0.69	0.85	0.43	0.08	0.06	0.08	0.1	0.53	0.81	0.15	0.05	0.55	0.33	0.94	0.63	0.6	0.14	0.78	0.17	0.69	0.93	0.34	0.46	0.42	0.08	0.2	0.62	0.63	0.54	0.89	0.58	0.35	0.68	0.4	0.46	0.18	0.98	0.59	0.16	0.92	0.54	0.85	0.77	0.05	0.26	0.51	0.65	1.0	0.86	0.49	0.36	0.57	0.14	0.25	0.97	0.39	0.14	0.84	0.43	0.6	0.69	0.77	0.95	0.44	0.45	0.42	0.87
0.52	0.72	0.21	0.54	0.04	0.77	0.69	0.17	0.82	0.25	0.23	0.13	0.4	0.77	0.83	0.87	0.09	0.02	0.02	0.62	0.66	0.14	0.65	0.92	0.52	0.85	0.92	0.17	0.74	0.14	0.58	0.88	0.51	0.6	0.71	0.42	0.47	0.21	0.22	0.71	0.43	0.43	0.43	0.85	0.22	0.8	0.8	0.63	0.57	0.08	0.72	0.99	0.47	0.51	0.85	0.39	0.28	0.39	0.45	0.12	0.71	0.7	0.38	0.87	0.74	0.48	0.95	0.42	0.82
0.47	0.18	0.8	0.92	0.42	0.4	0.32	0.01	0.39	0.65	0.39	0.79	0.98	0.6	0.91	0.45	0.22	0.52	0.55	0.12	0.64	0.71	0.72	0.01	0.84	0.26	0.98	0.65	0.09	0.72	0.89	0.1	0.67	0.92	1.0	0.76	0.19	0.84	0.44	0.51	0.86	0.32	0.78	0.49	0.08	0.15	0.99	0.11	0.36	0.69	0.71	0.46	0.23	0.22	0.42	1.0	0.72	0.38	0.53	0.96	0.37	0.92	0.93	0.84	0.84	0.18	0.6	0.02	0.23
0.61	0.52	0.01	0.22	0.96	0.99	0.62	0.29	0.73	0.6	0.54	0.91	0.26	0.1	0.16	0.72	0.24	0.03	0.67	0.43	0.63	0.07	0.66	0.16	0.83	0.37	0.36	0.65	0.48	0.38	0.91	0.21	0.49	0.71	0.19	0.89	0.08	0.96	0.39	0.64	0.28	0.5	0.01	0.4	0.02	0.23	0.16	0.26	0.19	0.89	0.51	0.87	0.61	0.16	0.09	0.45	0.4	0.13	0.72	0.07	0.35	0.91	0.45	0.51	0.47	0.42	0.89	0.66	0.09
0.33	0.61	0.66	0.7	0.89	0.37	0.19	0.69	0.04	0.66	0.7	0.85	0.54	0.9	0.9	0.76	0.63	0.12	0.97	0.59	0.67	0.03	0.3	0.57	0.37	0.69	0.54	0.46	0.57	0.52	0.01	0.39	0.87	0.57	0.35	0.45	0.77	0.97	0.48	0.43	0.55	0.73	0.69	0.56	0.1	0.6	0.38	0.78	0.32	0.76	0.97	0.66	0.04	0.07	0.89	0.88	0.83	0.56	0.4	0.45	0.87	0.25	0.79	0.17	0.19	0.72	0.05	0.54	0.93
0.59	0.13	0.83	0.99	0.58	0.0	0.5	0.52	0.29	0.28	0.91	0.24	0.04	0.21	0.66	0.5	0.35	0.18	0.3	0.99	0.15	0.67	0.19	0.83	0.81	0.5	0.13	0.35	0.53	0.04	0.11	0.48	0.71	0.46	0.56	0.24	0.82	0.04	0.17	0.66	0.53	0.43	0.76	0.22	0.92	0.68	0.27	0.84	0.81	0.04	0.04	0.89	0.16	0.3	0.42	0.4	0.19	0.08	0.89	0.78	0.58	0.97	0.95	0.05	0.41	0.7	0.98	0.77	0.4
0.65	0.05	0.22	0.35	0.58	0.98	0.01	0.56	0.38	0.67	0.85	0.82	0.86	0.51	0.35	0.5	0.31	0.7	0.94	0.42	0.26	0.14	0.12	0.04	0.42	0.83	0.82	0.71	0.4	0.02	0.99	0.34	0.54	0.78	0.53	0.97	0.8	0.18	0.04	0.67	0.52	0.16	0.77	0.36	0.06	0.61	0.13	0.06	0.76	0.6	0.03	0.6	0.6	0.25	0.92	0.65	0.82	0.37	0.33	0.07	0.15	0.54	0.34	0.8	0.33	0.97	0.81	0.09	0.55
0.25	0.44	0.62	0.8	0.67	0.04	0.56	0.08	0.14	0.45	0.85	0.85	0.09	0.96	0.52	0.3	0.99	0.86	0.89	0.16	0.25	0.99	0.55	0.43	0.19	0.62	1.0	0.22	0.83	0.85	0.96	0.78	0.12	0.98	0.96	0.16	0.34	0.13	0.89	0.59	0.46	0.52	0.3	0.15	0.74	0.16	0.16	0.24	0.09	0.4	0.5	0.38	0.3	0.72	0.45	0.42	0.08	0.91	0.92	0.87	0.06	0.72	0.38	0.94	0.19	0.69	0.77	0.84	0.97
0.55	0.34	0.99	0.98	0.43	0.57	0.23	0.1	0.82	0.44	0.93	0.69	0.05	0.7	0.25	0.06	0.24	0.45	0.58	0.64	0.67	0.43	0.89	0.11	0.48	0.19	0.49	0.69	0.23	0.96	0.39	0.67	0.89	0.56	0.47	0.4	0.55	0.43	0.19	0.75	0.61	0.26	0.91	0.47	0.33	0.19	0.15	0.16	0.03	0.36	0.51	0.5	0.0	0.11	0.59	0.08	0.19	0.95	0.27	0.64	0.22	0.61	0.89	0.15	0.49	0.96	0.71	0.77	0.89
0.89	0.76	0.2	0.94	0.99	0.81	0.02	0.53	0.59	0.56	0.9	0.35	0.26	0.42	0.73	0.1	0.1	0.18	0.86	0.61	0.72	0.93	0.7	0.95	0.19	0.57	0.47	0.97	0.92	0.37	0.53	0.88	0.78	0.01	0.68	0.73	0.18	0.86	0.44	0.1	0.93	0.17	0.48	0.88	0.77	0.24	0.06	0.7	0.65	0.92	0.44	0.26	0.19	0.6	0.25	0.45	0.45	0.92	0.38	0.91	0.08	0.35	0.11	0.64	0.12	0.21	0.96	0.61	0.74
0.57	0.51	0.1	0.57	0.0	0.58	0.89	0.35	0.96	0.11	0.71	0.09	0.21	0.99	1.0	0.59	0.47	0.41	0.15	0.36	0.76	0.72	0.67	0.74	0.48	0.72	0.68	0.91	0.52	0.99	0.3	0.58	0.42	0.95	0.43	0.72	0.75	0.36	0.76	0.34	0.79	0.58	0.98	0.25	0.56	0.19	0.65	0.12	0.78	0.2	0.23	0.55	0.95	0.74	0.55	0.14	0.95	0.06	0.54	0.74	0.59	0.97	0.15	0.8	0.36	0.07	0.82	0.8	0.64
0.32	0.46	0.43	0.2	0.73	0.48	0.92	0.97	0.31	0.94	0.07	0.95	0.31	0.87	0.47	0.7	0.98	0.6	0.57	0.58	0.97	0.53	0.51	0.93	0.89	0.99	0.58	0.56	0.45	0.66	0.34	0.17	0.4	0.44	0.09	0.59	0.19	0.94	0.95	0.12	0.91	0.52	0.01	0.04	0.63	0.94	0.51	0.26	0.26	0.35	0.45	0.18	0.92	0.26	0.86	0.71	0.39	0.99	0.36	0.2	0.59	0.68	0.58	0.63	0.78	0.64	0.16	0.98	0.38
0.87	0.99	0.86	0.36	0.65	0.93	0.68	0.23	0.63	0.69	0.29	0.15	0.77	0.13	0.35	0.53	0.74	0.64	0.32	0.75	0.73	0.02	0.24	0.39	0.96	0.12	0.68	0.58	0.78	0.39	0.41	0.16	0.74	0.31	0.28	0.33	0.48	0.12	0.9	0.76	0.95	0.34	0.79	0.34	0.4	0.85	0.25	0.57	0.89	0.48	0.17	0.46	0.07	0.95	0.7	0.91	0.17	0.91	0.97	0.25	0.13	0.2	0.16	0.83	0.95	0.5	0.18	0.95	0.24
0.55	0.55	0.68	0.42	0.87	0.18	0.84	0.79	0.32	0.92	0.8	0.98	0.07	0.15	0.53	0.08	0.25	0.48	0.94	0.29	0.56	0.96	0.38	0.33	0.92	0.34	0.3	0.9	0.83	0.85	0.43	0.4	0.6	0.2	0.03	0.15	0.52	0.28	0.19	0.29	0.4	0.15	0.21	0.66	0.31	0.58	0.55	0.29	0.14	0.46	0.06	0.8	0.19	0.21	0.74	0.85	0.87	0.34	0.71	0.19	0.37	0.17	0.99	0.25	0.29	0.1	0.96	0.36	0.25
0.93	0.68	0.7	0.66	0.87	0.94	0.96	0.5	0.13	0.74	0.43	0.74	0.49	0.86	0.94	0.37	0.85	0.89	0.57	0.53	0.47	0.77	0.88	0.82	0.1	0.38	0.04	0.56	0.52	0.26	0.01	0.83	0.2	0.09	0.25	0.38	0.5	0.09	0.88	0.19	0.71	0.5	0.03	0.88	0.23	0.74	0.61	0.49	0.56	0.12	0.16	0.32	0.21	0.44	0.17	0.48	0.63	0.07	0.8	0.36	0.05	0.28	1.0	0.24	0.95	0.04	0.51	0.22	0.07
0.16	0.82	0.87	0.59	0.23	0.27	0.76	0.01	0.73	0.23	0.66	0.84	0.2	0.96	0.75	0.04	0.02	0.78	0.12	0.56	0.42	0.2	0.07	0.14	0.41	0.66	0.07	0.26	0.64	0.19	0.37	0.46	0.92	0.1	0.35	0.6	0.56	0.26	0.63	0.62	0.62	0.81	0.7	0.14	0.42	0.74	0.09	0.51	0.99	0.1	0.19	0.81	0.35	0.71	0.43	0.71	0.43	0.15	0.19	0.82	0.91	0.91	0.53	0.67	0.91	0.98	0.52	0.63	0.38
0.02	0.76	0.93	0.99	0.22	0.48	1.0	0.09	0.8	1.0	0.11	0.48	0.94	0.54	0.25	0.16	0.31	0.07	0.57	0.12	0.11	0.54	0.13	0.3	0.73	0.25	0.63	0.97	0.77	0.83	0.01	0.95	0.58	0.13	1.0	0.24	0.73	0.08	0.85	0.25	0.01	0.01	1.0	0.51	0.98	0.09	0.4	0.14	0.83	0.63	0.93	0.78	0.59	0.1	0.96	0.75	0.75	0.86	0.24	0.28	0.58	0.31	0.5	0.74	0.72	0.12	0.76	0.67	0.52
0.55	0.77	0.48	0.11	0.58	0.11	0.56	0.7	0.13	0.4	0.62	0.77	0.88	0.34	0.7	0.47	0.57	0.66	0.89	0.58	0.37	0.42	0.87	0.71	0.75	0.92	0.39	0.38	0.02	0.34	0.19	0.6	0.21	0.99	0.58	0.63	0.64	0.07	0.04	0.94	0.92	0.57	0.74	0.56	0.28	0.19	0.18	0.3	0.41	0.86	0.6	0.96	0.49	0.4	0.46	0.71	0.0	0.99	0.27	0.06	0.32	0.78	0.82	0.26	0.64	0.65	0.92	0.74	0.93
0.55	0.91	0.53	0.51	0.56	0.65	0.63	0.08	0.12	0.1	0.72	0.14	0.88	0.77	0.28	0.39	0.47	0.79	0.52	0.19	0.86	0.74	0.42	0.92	0.18	0.27	0.52	0.26	0.1	0.59	0.95	0.07	0.91	0.26	0.64	0.88	0.85	0.26	0.48	0.84	0.43	0.38	0.97	0.76	0.23	0.06	0.35	0.25	0.74	0.91	0.04	0.7	0.61	0.96	0.85	0.53	0.58	0.32	0.02	0.04	0.98	0.54	0.6	0.04	0.06	0.22	0.13	0.11	0.83
0.23	0.03	0.13	0.01	0.61	0.14	0.73	0.45	0.37	0.72	0.72	0.45	0.19	0.62	0.42	0.16	0.39	0.05	0.85	0.51	0.46	0.62	0.98	0.31	0.77	0.62	0.37	0.82	0.92	0.79	0.2	0.76	0.24	0.32	0.34	0.53	0.26	0.85	0.64	0.56	0.59	0.51	0.51	0.18	0.97	0.24	0.11	0.29	0.16	0.3	0.61	0.26	0.86	0.41	0.77	0.27	0.56	0.94	0.73	0.58	0.47	0.62	0.55	0.3	0.53	0.28	0.61	0.14	0.9
0.03	0.71	0.37	0.28	0.84	0.74	0.38	0.25	0.36	0.35	0.94	0.95	0.59	0.57	0.54	0.3	0.06	0.94	0.2	0.57	0.29	0.17	0.12	0.93	0.15	0.45	0.49	0.82	0.36	0.24	0.95	0.06	0.35	0.87	0.29	0.5	0.25	0.98	0.02	0.41	0.07	0.35	0.57	0.01	0.04	0.99	0.84	0.65	0.99	0.44	0.36	0.37	0.54	0.13	0.35	0.07	0.29	0.54	0.89	0.75	0.32	0.08	0.52	0.9	0.51	0.58	0.65	0.47	0.32
0.78	1.0	0.76	0.48	0.87	0.45	0.1	0.14	0.22	0.32	0.23	0.39	0.18	0.26	0.16	0.82	0.74	0.35	0.41	0.64	0.89	0.96	0.97	0.7	0.86	0.09	0.96	0.49	0.9	0.08	0.37	0.84	0.64	0.89	0.08	0.27	0.07	0.82	0.99	0.58	0.25	0.76	0.47	0.3	0.86	0.18	0.27	0.89	0.35	0.19	0.8	0.85	0.59	0.01	0.98	0.91	0.02	0.62	0.0	0.76	0.32	0.87	0.02	0.17	0.19	0.43	0.31	0.0	0.03
0.29	0.47	0.11	0.55	0.05	0.38	0.79	0.2	0.32	0.54	0.64	0.39	0.97	0.7	0.67	0.02	0.35	0.43	0.58	0.21	0.95	0.42	0.15	0.77	0.16	0.91	0.63	0.25	0.06	0.42	0.37	0.26	0.6	0.24	0.03	0.72	0.38	0.4	0.09	0.05	0.11	0.64	0.83	0.02	0.44	0.47	0.83	0.75	0.25	0.99	0.35	0.07	0.18	0.49	0.75	0.22	0.11	0.28	0.49	0.22	0.83	0.39	0.21	0.13	0.36	0.37	0.23	0.5	0.99
0.98	0.51	0.79	0.3	0.56	0.22	0.79	0.86	0.54	0.83	0.82	0.77	0.47	0.93	0.85	0.36	0.56	0.9	0.97	0.98	0.21	0.38	0.09	0.66	0.87	0.6	0.48	0.22	0.19	0.89	0.12	0.44	0.84	0.37	0.1	0.82	0.97	0.49	0.76	0.19	0.41	0.4	0.56	0.99	0.99	0.81	0.08	0.35	0.8	0.37	0.44	0.62	0.72	0.87	0.96	0.64	0.85	0.36	0.11	0.1	0.86	0.25	0.29	0.6	0.15	0.69	0.64	0.69	0.72
